,Transaction_Amount,Account_Balance,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Age,Transaction_Distance,Is_Weekend,Transaction_Type_Bank_Transfer,Transaction_Type_Online,Transaction_Type_POS,Device_Type_Mobile,Device_Type_Tablet,Location_Mumbai,Location_New_York,Location_Sydney,Location_Tokyo,Merchant_Category_Electronics,Merchant_Category_Groceries,Merchant_Category_Restaurants,Merchant_Category_Travel,Card_Type_Discover,Card_Type_Mastercard,Card_Type_Visa,Authentication_Method_OTP,Authentication_Method_PIN,Authentication_Method_PW
37268,1.21,15533.06,0,0,12,411.57,3,239,4940.48,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
14083,286.85,95789.38,0,0,10,419.63,0,121,70.72,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
29298,236.29,84805.09,0,0,4,92.36,1,35,2365.25,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
47389,2.35,64080.22,0,0,12,246.22,0,118,4505.89,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32190,100.21,55204.46,1,0,6,96.94,0,179,3342.75,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
9466,158.65,47385.08,0,0,10,312.04,2,18,1558.81,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
46605,358.84,70945.44,0,0,3,262.58,1,185,4442.1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
29844,239.98,52040.51,0,0,7,409.79,1,40,1901.45,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
25192,147.83,11029.49,0,0,5,77.68,0,86,2.14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14949,3.28,75298.59,0,0,9,319.56,3,24,2986.98,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
2377,61.38,58051.53,0,0,8,327.25,0,40,2139.83,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
30888,121.48,62280.64,0,0,8,15.92,0,156,3696.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
42039,396.25,59361.45,0,0,2,186.0,0,88,1790.09,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1911,82.64,95766.55,0,0,1,371.51,1,116,1734.39,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1
31181,45.84,81578.42,0,0,3,126.55,0,171,2867.82,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
9646,240.8,20680.8,0,0,7,349.35,2,171,882.62,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
39720,67.93,31269.57,0,0,11,372.85,1,134,3790.13,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
32861,188.52,19668.38,0,0,3,291.21,0,117,1111.35,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
6003,8.77,5040.39,0,0,7,384.53,0,153,814.64,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
42139,26.98,17286.57,1,0,2,199.73,3,127,3539.31,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
26809,103.27,68868.43,0,0,13,462.99,4,93,1265.3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8975,12.26,65926.93,0,0,5,290.62,3,231,2276.34,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1871,18.66,64577.19,0,0,11,178.57,1,170,1040.96,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
15931,104.2,73075.05,0,0,8,470.25,0,184,3778.23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
5052,119.41,95786.5,0,0,12,128.51,0,89,3379.8,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
18753,125.65,75885.29,0,0,1,482.71,1,173,1823.85,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
5324,85.52,78667.71,0,0,9,425.3,0,89,1310.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
40052,50.55,80008.62,0,0,6,216.31,4,118,3032.83,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
42576,3.34,67279.8,0,0,6,360.8,3,12,3494.93,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
17303,0.83,95828.02,0,0,13,316.14,3,46,4241.85,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
38692,190.47,12688.09,0,0,3,315.7,0,223,2744.24,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33157,43.21,64950.8,0,1,8,203.59,1,213,576.99,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
7103,13.77,71636.78,0,0,11,204.29,3,157,2812.0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
28114,34.59,6033.97,0,0,5,350.6,0,58,2425.04,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5921,6.5,81769.39,0,0,9,177.16,4,145,4683.92,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1661,250.33,51889.31,0,0,9,105.05,3,101,3804.81,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
29821,195.42,39523.16,0,0,7,436.42,4,224,1966.58,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
15134,78.29,86302.09,0,0,4,57.72,4,228,1515.29,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
42631,0.73,5830.63,0,0,8,191.84,2,137,734.91,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
34299,30.65,6578.98,1,0,14,68.93,4,54,562.37,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1664,13.76,91267.75,0,0,13,143.94,2,61,1891.67,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
12827,115.34,14506.23,0,0,1,53.9,3,158,4633.61,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
25797,72.7,65344.14,1,0,10,243.84,4,18,1943.81,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
45091,34.43,34200.02,0,0,10,395.4,3,150,1496.31,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
45235,82.85,20367.58,0,0,6,127.55,1,18,2677.78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
43263,147.3,45095.79,0,0,12,214.24,1,158,4133.12,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
45323,140.73,84319.79,0,0,10,250.74,3,164,4920.92,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
16189,132.38,38508.57,0,0,1,464.47,3,57,763.51,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
4087,407.24,9217.64,0,0,5,417.04,1,238,3226.81,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
9883,397.62,4172.44,0,1,8,283.87,2,209,3411.43,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
29715,51.25,1152.11,0,0,7,235.0,4,171,2487.49,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
28531,84.92,58197.98,0,0,8,221.64,3,213,1124.61,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23116,130.3,7849.92,0,0,4,399.6,3,139,91.78,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
18535,58.56,43047.07,0,0,2,222.9,3,1,2982.7,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
36804,283.19,9682.34,0,1,5,85.97,3,165,4744.09,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28826,74.34,53021.89,0,0,3,91.75,2,6,3110.96,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1457,108.19,31364.99,0,0,13,495.78,4,151,1268.17,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
25724,141.35,63519.48,0,0,6,462.96,2,195,489.19,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
43002,171.9,38325.78,1,0,14,469.98,1,85,3388.62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
13510,111.12,96017.24,0,0,1,283.77,1,235,3440.88,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
24839,101.1,56324.03,0,0,11,299.36,4,65,1614.18,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
38061,7.38,80111.87,0,0,5,420.16,2,145,4811.69,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
12754,9.35,12465.7,0,0,6,58.8,2,187,2505.18,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
22110,41.32,70707.79,1,0,6,74.46,3,146,1155.98,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
12460,201.09,56647.76,0,0,3,282.68,2,116,854.14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
35983,156.68,83480.86,0,0,9,266.65,1,170,4269.39,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
24790,18.22,61581.05,0,0,11,178.4,2,170,1251.11,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
46912,109.94,64411.84,0,0,3,208.03,2,140,1157.32,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
32383,86.12,17586.02,0,0,12,387.1,0,75,4347.35,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
49365,37.17,43520.73,0,0,4,80.11,1,17,3282.24,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
38193,66.32,29160.57,0,0,8,104.66,3,11,3097.28,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
32959,88.53,18207.58,0,0,13,27.49,2,166,1225.18,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6729,42.54,53735.57,0,0,7,475.63,3,5,4433.82,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1588,30.27,68763.0,0,0,14,171.97,1,112,534.2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
12506,23.58,30597.52,0,0,14,105.02,0,138,30.2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
34252,84.79,47642.3,0,0,8,177.82,3,145,4673.92,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
35960,231.52,79374.06,0,0,13,160.9,0,132,1490.75,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
24857,269.87,52574.63,0,0,12,35.21,3,124,3107.67,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
36550,19.99,16856.45,0,0,5,473.4,1,25,4084.59,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2659,75.26,59236.13,0,0,10,119.04,3,216,3015.3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
307,115.2,21109.68,0,1,5,171.21,3,20,273.71,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35608,39.83,93648.85,1,0,12,295.79,2,105,2912.06,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
10272,62.8,61307.38,0,0,14,187.14,4,165,2485.34,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
14872,230.02,29932.53,0,0,7,413.02,1,93,1553.11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
30042,29.17,55937.06,0,0,6,56.23,4,83,4789.24,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
21432,53.95,53862.65,0,0,6,90.28,2,2,4660.13,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48143,86.27,72857.09,0,0,1,122.44,0,42,2926.19,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
26676,27.49,76465.58,0,0,3,48.85,4,127,1151.04,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
46175,12.38,69039.75,0,0,9,397.0,1,23,4429.96,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
17470,164.51,16295.54,0,0,1,236.05,1,143,534.71,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
21529,264.54,20033.95,0,0,4,180.1,2,4,4671.01,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
30766,341.45,65942.92,0,0,4,484.11,4,156,2681.9,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20105,32.7,80419.89,0,0,7,285.49,1,37,3573.45,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
3720,25.31,95234.8,0,0,7,383.12,3,87,691.21,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
42669,187.04,6092.5,0,0,14,319.83,2,90,4864.62,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
4015,422.78,72824.19,0,0,9,14.18,0,222,957.06,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
8168,70.41,29236.66,0,1,3,286.44,1,125,4586.28,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
29700,60.19,32452.78,0,0,14,62.0,4,185,3533.47,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
29254,28.21,47458.2,0,0,7,128.58,2,193,2615.67,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
41622,166.47,97136.8,0,0,7,127.41,3,145,4925.41,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
21860,36.64,3719.42,0,0,8,169.79,0,102,4642.18,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9014,76.77,54223.11,0,0,9,60.05,2,75,3474.09,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
19452,47.16,18464.1,0,0,2,451.3,2,51,4280.37,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
20341,13.78,39099.55,0,0,13,128.14,0,5,4690.18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
13104,39.21,6000.86,0,0,7,48.75,0,174,1999.53,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
2233,4.5,71110.93,0,0,6,468.61,2,175,2798.74,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
40019,26.63,20623.06,0,0,1,307.21,0,209,741.59,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
35867,322.11,22469.22,0,0,1,226.32,2,144,4894.48,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
6423,84.03,73601.48,0,0,4,203.88,2,172,4223.42,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
12313,45.8,51900.98,0,0,1,47.4,1,97,990.43,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
43168,17.11,16992.24,1,0,14,466.45,1,162,1151.39,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
49126,121.34,21005.31,0,0,10,108.23,4,150,2335.78,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
5626,1.67,34558.77,0,0,8,129.54,3,204,2862.27,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2975,20.72,71912.78,0,0,13,485.68,0,77,2267.25,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
46317,51.96,17800.09,0,0,2,129.32,2,11,4460.06,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
10634,38.59,51463.26,0,0,3,483.07,4,72,4433.38,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
32533,48.21,78987.99,0,0,7,464.24,3,34,543.0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
9487,313.43,92603.8,0,0,11,256.53,0,222,1789.41,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9698,69.51,28909.25,0,0,10,250.32,3,29,3499.46,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1547,86.02,28929.61,0,0,12,320.75,4,25,2606.44,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
10540,138.77,60085.21,0,0,10,62.97,3,227,1495.23,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
10350,2.02,85049.54,0,0,6,189.72,2,90,743.26,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
3825,118.08,39879.48,0,0,12,401.23,3,101,3703.06,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
40246,109.98,10075.72,0,0,2,188.3,1,180,1077.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45534,143.23,12255.35,0,0,1,36.69,4,143,228.73,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
514,80.25,49170.76,0,0,10,189.35,1,70,877.27,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
37757,283.48,77829.43,0,0,10,445.96,2,152,2625.53,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
9927,18.64,32953.29,0,0,4,128.95,2,185,3534.23,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4025,12.62,689.73,0,0,10,343.99,2,136,355.73,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
7927,11.65,45192.89,0,0,11,200.18,2,174,1524.03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15515,9.02,3622.95,0,0,12,119.55,1,105,3030.74,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
40400,98.27,74306.62,0,0,13,265.55,0,204,2963.88,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
41482,33.23,14564.61,0,0,7,66.32,0,197,2425.49,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
20221,59.79,74436.95,0,0,11,258.68,4,147,1296.07,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
27474,63.28,50631.97,0,1,13,144.76,4,104,1177.09,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
351,27.74,951.69,0,1,12,450.52,4,170,2411.24,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
28363,7.1,20460.17,0,0,8,318.7,1,73,4668.37,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15484,178.35,25879.61,0,0,4,206.84,4,171,209.77,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
22289,22.53,5698.97,0,0,13,457.66,1,8,2267.59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5824,158.03,66772.56,0,0,8,489.82,4,210,409.2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
38162,90.02,30105.2,0,0,12,398.5,3,134,572.17,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
37885,64.91,47087.33,0,0,12,320.01,1,79,669.42,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
49015,97.91,58584.22,0,0,3,447.02,0,11,4242.99,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
27318,406.31,40432.68,0,0,6,339.44,1,1,1936.3,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
31891,76.48,34934.44,0,0,6,97.89,1,75,2500.94,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
46741,53.81,43866.9,0,0,5,191.22,1,114,3687.79,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
39741,76.1,27777.58,0,0,3,11.17,0,35,1141.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
20175,294.82,94090.66,0,0,4,23.73,0,158,2710.1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
47970,325.68,38846.12,0,0,13,392.58,0,179,354.58,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
38697,88.67,98905.7,0,1,5,133.0,3,96,3431.96,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9515,64.43,68608.92,1,0,14,236.64,0,93,20.68,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
32147,115.45,11137.66,0,0,2,95.05,0,106,2791.09,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
5508,55.25,36210.82,0,0,9,41.75,1,1,3590.01,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
20124,21.27,7099.18,0,0,8,377.02,1,175,3758.51,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
48664,108.35,89579.46,0,0,1,146.23,4,8,4453.47,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9454,143.96,78176.83,0,0,10,336.09,0,150,2838.71,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
27748,31.64,18411.38,0,0,14,251.92,4,146,148.63,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
30960,23.68,72899.45,0,0,12,113.66,4,199,3882.09,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
31771,47.3,15500.6,0,0,11,167.51,0,131,2041.53,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
40975,34.72,54437.36,0,0,4,17.54,1,27,1491.58,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33484,161.16,61709.33,0,0,12,431.85,1,126,1400.2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
30047,56.93,97720.15,0,0,8,203.09,1,87,3109.81,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
14093,97.13,4349.36,0,0,10,362.28,2,135,1173.73,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
24991,15.91,31647.2,0,0,2,112.52,2,94,1121.73,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
45883,140.81,92572.83,0,0,14,322.64,3,179,3991.1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
23572,5.0,73453.77,0,1,4,281.52,4,47,2897.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
43297,13.25,31233.97,0,0,11,34.7,1,203,3432.32,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
43850,201.5,93678.55,0,0,1,179.2,0,239,2295.37,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
44930,44.75,18108.24,0,0,6,81.78,3,93,2266.16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
20276,10.25,57435.77,0,0,7,54.62,4,104,1687.31,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22947,205.82,4578.31,0,0,11,96.22,1,111,3171.41,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
31290,23.93,47100.11,0,1,2,287.89,1,62,2444.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
47271,24.47,87795.23,0,1,4,187.99,1,197,77.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
20490,139.58,86935.48,0,0,4,69.02,3,213,1258.26,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
28075,56.95,79408.57,0,0,6,96.88,2,54,2470.91,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
23444,381.07,14657.94,0,1,5,126.22,3,206,1896.23,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
12904,15.41,30750.01,0,0,8,269.89,3,201,2970.16,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
38080,142.22,62480.59,0,0,10,71.46,2,6,559.98,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
8192,22.5,85985.68,0,0,4,185.08,2,10,2449.93,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
45160,11.48,83919.59,0,0,13,63.92,0,39,4515.14,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
33736,228.56,28687.6,0,1,9,419.1,1,136,2868.75,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
38525,48.51,59870.96,0,0,7,248.53,1,44,4231.44,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
40034,15.92,59804.06,0,0,9,14.94,1,7,4958.25,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
25087,152.5,64152.0,0,0,11,86.32,3,187,4021.95,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
453,69.41,31662.66,0,0,3,497.67,3,47,4691.52,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
24659,105.32,57856.71,0,0,4,445.79,0,152,3372.85,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
43465,34.35,66625.94,0,0,11,249.22,3,227,3006.5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
34189,46.46,38589.54,0,0,10,169.04,4,116,4468.34,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20027,119.19,53290.92,0,0,5,96.5,3,87,866.76,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
16675,127.24,70986.37,0,0,10,262.84,1,172,413.02,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
38863,20.44,7377.6,0,0,5,19.04,4,23,4976.49,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
8154,7.08,64281.24,0,0,12,425.83,3,203,3465.94,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6831,136.78,94674.65,0,0,6,412.82,0,221,730.37,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
